"","region","case_state","year","govt_fund","lgbtq_perc","lgbtq_perc_actual","lgbtq_total","n","govt_total","perc_confirmed","lgbtq_actual","t","n_facility","state_policy","temp_id"
"18","louisiana",18,2010,74.025974025974,3.24675324675325,0,5,154,114,0,0,1,313.273474787048,24.0963855421687,18
"19","massachusetts",19,2010,60.9120521172638,5.53745928338762,0.738327904451683,17,307,187,0.133333333333333,2.26666666666667,1,192.817499872267,31.3253012048193,19
"20","maryland",20,2010,53.0973451327434,4.71976401179941,0.51622418879056,16,339,180,0.109375,1.75,1,229.663076740071,28.9156626506024,20
"21","maine",21,2010,35.7541899441341,3.91061452513966,1.03516266841932,7,179,64,0.264705882352941,1.85294117647059,1,223.153220662014,43.3734939759036,21
"22","michigan",22,2010,58.5263157894737,5.26315789473684,0.88539104771274,25,475,278,0.168224299065421,4.20560747663551,1,285.399900776371,7.2289156626506,22
"23","minnesota",23,2010,51.9480519480519,7.14285714285714,0.970017636684303,22,308,160,0.135802469135802,2.98765432098765,1,296.508233264418,31.3253012048193,23
"24","missouri",24,2010,80.6818181818182,2.27272727272727,0.12987012987013,6,264,213,0.0571428571428571,0.342857142857143,1,294.730294413039,12.0481927710843,24
"25","mississippi",25,2010,75.4901960784314,6.30975664459664,1.1395714292,18.2915337833686,102,77,0.136363636363636,4.32933892347863,1,270.03111421504,0,25
"26","montana",26,2010,83.0188679245283,3.77358490566038,0.171526586620926,2,53,44,0.0454545454545455,0.0909090909090909,1,228.992622373975,4.81927710843374,26
"27","north carolina",27,2010,48.25,5.5,0.356756756756757,22,400,193,0.0648648648648649,1.42702702702703,1,392.049442315458,16.8674698795181,27
"28","north dakota",28,2010,40.3508771929825,3.50877192982456,0.87719298245614,2,57,23,0.25,0.5,1,104.958436188154,2.40963855421687,28
"29","nebraska",29,2010,81.7391304347826,2.60869565217391,0.961098398169336,3,115,94,0.368421052631579,1.10526315789474,1,69.289009319645,14.4578313253012,29
"30","new hampshire",30,2010,63.4615384615385,3.84615384615385,0,2,52,33,0,0,1,228.660172236494,38.5542168674699,30
"31","new jersey",31,2010,60.2985074626866,7.46268656716418,0.740571949413239,25,335,202,0.099236641221374,2.48091603053435,1,268.763517899055,36.144578313253,31
"32","new mexico",32,2010,78.0141843971631,9.9290780141844,1.36952800195647,14,141,110,0.137931034482759,1.93103448275862,1,155.206880819647,33.7349397590361,32
"33","nevada",33,2010,60.7142857142857,5.95238095238095,0.946969696969697,5,84,51,0.159090909090909,0.795454545454545,1,217.227866080034,33.7349397590361,33
"34","new york",34,2010,58.2,7.7,1.07130434782609,77,1000,582,0.139130434782609,10.7130434782609,1,520.450458922519,26.5060240963855,34
"35","ohio",35,2010,71.8498659517426,1.07238605898123,0.131696533559099,4,373,268,0.12280701754386,0.491228070175439,1,252.815196074177,2.40963855421687,35
"36","oklahoma",36,2010,62.303664921466,3.66492146596859,0.466444550214184,7,191,119,0.127272727272727,0.890909090909091,1,251.791879668014,7.2289156626506,36
"37","oregon",37,2010,62.0535714285714,8.92857142857143,0.700280112044818,20,224,139,0.0784313725490196,1.56862745098039,1,260.978194034532,36.144578313253,37
"38","pennsylvania",38,2010,60.4127579737336,6.56660412757974,1.48118890095784,35,533,322,0.225563909774436,7.89473684210526,1,290.38073191445,19.2771084337349,38
"39","rhode island",39,2010,67.9245283018868,7.54716981132075,1.07816711590296,4,53,36,0.142857142857143,0.571428571428571,1,165.748136677876,33.7349397590361,39
"40","south carolina",40,2010,56.3106796116505,3.88349514563107,0.277392510402219,4,103,58,0.0714285714285714,0.285714285714286,1,263.559489101923,2.40963855421687,40
"41","south dakota",41,2010,78.1818181818182,1.81818181818182,0.202020202020202,1,55,43,0.111111111111111,0.111111111111111,1,255.850390463678,4.81927710843374,41
"42","tennessee",42,2010,69.3069306930693,2.47524752475248,0.123762376237624,5,202,140,0.05,0.25,1,246.092931347815,14.4578313253012,42
"43","texas",43,2010,55.726872246696,4.40528634361234,0.422907488986784,20,454,253,0.096,1.92,1,267.464277697656,24.0963855421687,43
"44","utah",44,2010,44.5205479452055,9.58904109589041,1.22936424306287,14,146,65,0.128205128205128,1.79487179487179,1,147.074920851582,4.81927710843374,44
"45","virginia",45,2010,62.9807692307692,3.36538461538462,0.274725274725275,7,208,131,0.0816326530612245,0.571428571428571,1,235.187216923938,14.4578313253012,45
"46","vermont",46,2010,69.0476190476191,9.52380952380952,3.17460317460317,4,42,29,0.333333333333333,1.33333333333333,1,86.7293499934826,38.5542168674699,46
"47","washington",47,2010,54.2857142857143,3.73626373626374,0.43318999840739,17,455,247,0.115942028985507,1.97101449275362,1,246.550546421093,33.7349397590361,47
"48","wisconsin",48,2010,55.2,7.2,0.342857142857143,18,250,138,0.0476190476190476,0.857142857142857,1,232.328798894356,24.0963855421687,48
"49","west virginia",49,2010,71.9512195121951,4.8780487804878,0,4,82,59,0,0,1,237.032119205779,19.2771084337349,49
"50","wyoming",50,2010,86.6666666666667,5,0.294117647058823,3,60,52,0.0588235294117647,0.176470588235294,1,261.905770830575,4.81927710843374,50
"51","alaska",1,2011,80.2631578947368,5.26315789473684,0,4,76,61,0,0,2,216.676034986896,12.0481927710843,51
"52","alabama",2,2011,65.3061224489796,3.40136054421769,0.130821559392988,5,147,96,0.0384615384615385,0.192307692307692,2,274.303229064969,9.63855421686747,52
"53","arkansas",3,2011,68.8524590163934,0,0,0,61,42,0.0294117647058824,0,2,320.158080997564,19.2771084337349,53
"54","arizona",4,2011,47.0319634703196,5.02283105022831,0.751447164994787,11,219,103,0.149606299212598,1.64566929133858,2,278.256141095534,14.4578313253012,54
"55","california",5,2011,59.3654667480171,9.88407565588774,1.49449941188681,162,1639,973,0.151202749140893,24.4948453608247,2,858.129426397566,60.2409638554217,55
"56","colorado",6,2011,53.5714285714286,9.375,1.48514851485149,42,448,240,0.158415841584158,6.65346534653465,2,352.115710668019,50.6024096385542,56
"57","connecticut",7,2011,68.0851063829787,6.38297872340426,0.432744320230797,12,188,128,0.0677966101694915,0.813559322033898,2,202.248991243446,62.6506024096386,57
"58","delaware",8,2011,67.5675675675676,5.40540540540541,0.45045045045045,2,37,25,0.0833333333333333,0.166666666666667,2,142.887727839084,45.7831325301205,58
"59","florida",9,2011,52.0259319286872,5.9967585089141,0.731998691228951,37,617,321,0.122065727699531,4.51643192488263,2,310.024074494124,16.8674698795181,59
"60","georgia",10,2011,47.7911646586345,2.40963855421687,0.243671314471369,6,249,119,0.101123595505618,0.606741573033708,2,214.012788311814,12.0481927710843,60
"61","hawaii",11,2011,89.0756302521009,5.88235294117647,0,7,119,106,0,0,2,230.672508221183,53.0120481927711,61
"62","iowa",12,2011,78.5714285714286,0.793650793650794,0.0992063492063492,1,126,99,0.125,0.125,2,269.068819033399,60.2409638554217,62
"63","idaho",13,2011,64.0776699029126,3.88349514563107,0.310679611650485,4,103,66,0.08,0.32,2,191.000765554909,2.40963855421687,63
"64","illinois",14,2011,52.5078369905956,6.42633228840125,0.729229195846951,41,638,335,0.113475177304965,4.65248226950355,2,323.165053210565,57.8313253012048,64
"65","indiana",15,2011,60.2189781021898,2.18978102189781,0.107694148617925,6,274,165,0.0491803278688525,0.295081967213115,2,247.646206269623,21.6867469879518,65
"66","kansas",16,2011,56.3636363636364,1.81818181818182,0.25974025974026,4,220,124,0.142857142857143,0.571428571428571,2,214.217459985097,16.8674698795181,66
"67","kentucky",17,2011,49.3710691823899,3.77358490566038,0.290275761973875,12,318,157,0.0769230769230769,0.923076923076923,2,212.702319993013,14.4578313253012,67
"68","louisiana",18,2011,67.8321678321678,2.7972027972028,0,4,143,97,0,0,2,280.290214120776,14.4578313253012,68
"69","massachusetts",19,2011,63.0434782608696,5.59006211180124,0.745341614906832,18,322,203,0.133333333333333,2.4,2,272.786965036729,53.0120481927711,69
"70","maryland",20,2011,51.2893982808023,6.30372492836676,0.689469914040115,22,349,179,0.109375,2.40625,2,244.359311400943,40.9638554216867,70
"71","maine",21,2011,36.6197183098592,4.69483568075117,1.24275062137531,10,213,78,0.264705882352941,2.64705882352941,2,206.603039757538,53.0120481927711,71
"72","michigan",22,2011,57.8947368421053,6.88259109311741,1.15781906239358,34,494,286,0.168224299065421,5.7196261682243,2,331.085941015753,9.63855421686747,72
"73","minnesota",23,2011,53.015873015873,3.80952380952381,0.517342739564962,12,315,167,0.135802469135802,1.62962962962963,2,268.979687648959,40.9638554216867,73
"74","missouri",24,2011,77.5086505190311,2.07612456747405,0.118635689569946,6,289,224,0.0571428571428571,0.342857142857143,2,312.616536193212,19.2771084337349,74
"75","mississippi",25,2011,68.3673469387755,0,0,0,98,67,0.136363636363636,0,2,212.306476935297,7.2289156626506,75
"76","montana",26,2011,85.9649122807018,1.75438596491228,0.0797448165869219,1,57,49,0.0454545454545455,0.0454545454545455,2,215.918560716646,12.0481927710843,76
"77","north carolina",27,2011,44.0366972477064,4.35779816513761,0.282667989090007,19,436,192,0.0648648648648649,1.23243243243243,2,219.908274934874,14.4578313253012,77
"78","north dakota",28,2011,43.1034482758621,3.44827586206897,0.862068965517241,2,58,25,0.25,0.5,2,193.357260162781,12.0481927710843,78
"79","nebraska",29,2011,81.3008130081301,3.2520325203252,1.19811724433034,4,123,100,0.368421052631579,1.47368421052632,2,64.1509432855006,14.4578313253012,79
"80","new hampshire",30,2011,62.962962962963,1.85185185185185,0,1,54,34,0,0,2,315.319137964001,55.421686746988,80
"81","new jersey",31,2011,59.2797783933518,6.37119113573407,0.632255608889641,23,361,214,0.099236641221374,2.2824427480916,2,288.396561225891,62.6506024096386,81
"82","new mexico",32,2011,77.2413793103448,7.58620689655172,1.04637336504162,11,145,112,0.137931034482759,1.51724137931034,2,188.901006710517,40.9638554216867,82
"83","nevada",33,2011,65.8536585365854,2.4390243902439,0.388026607538803,2,82,54,0.159090909090909,0.318181818181818,2,122.341145019342,50.6024096385542,83
"84","new york",34,2011,58.3864118895966,5.30785562632696,0.738484261054186,50,942,550,0.139130434782609,6.95652173913043,2,402.30395725291,55.421686746988,84
"85","ohio",35,2011,73.4584450402145,1.60857908847185,0.197544800338648,6,373,274,0.12280701754386,0.736842105263158,2,300.269209449586,0,85
"86","oklahoma",36,2011,55.8375634517767,5.58375634517767,0.710659898477157,11,197,110,0.127272727272727,1.4,2,194.177638457579,9.63855421686747,86
"87","oregon",37,2011,62.9787234042553,5.95744680851064,0.467250730079266,14,235,148,0.0784313725490196,1.09803921568627,2,231.457203205362,60.2409638554217,87
"88","pennsylvania",38,2011,56.9204152249135,6.57439446366782,1.48294611962432,38,578,329,0.225563909774436,8.57142857142857,2,255.723068149588,16.8674698795181,88
"89","rhode island",39,2011,67.7966101694915,5.08474576271187,0.726392251815981,3,59,40,0.142857142857143,0.428571428571429,2,229.649071162007,53.0120481927711,89
"90","south carolina",40,2011,60,1.9047619047619,0.136054421768707,2,105,63,0.0714285714285714,0.142857142857143,2,195.271903458461,9.63855421686747,90
"91","south dakota",41,2011,75.8620689655172,1.72413793103448,0.191570881226054,1,58,44,0.111111111111111,0.111111111111111,2,170.08406559201,12.0481927710843,91
"92","tennessee",42,2011,70.1923076923077,2.40384615384615,0.120192307692308,5,208,146,0.05,0.25,2,293.338989031564,7.2289156626506,92
"93","texas",43,2011,55.7894736842105,3.78947368421053,0.36378947368421,18,475,265,0.096,1.728,2,332.83903364019,14.4578313253012,93
"94","utah",44,2011,48.9655172413793,6.89655172413793,0.884173297966401,10,145,71,0.128205128205128,1.28205128205128,2,187.779623001142,4.81927710843374,94
"95","virginia",45,2011,62.9107981220657,7.981220657277,0.651528216920571,17,213,134,0.0816326530612245,1.38775510204082,2,226.440742575343,12.0481927710843,95
"96","vermont",46,2011,73.8095238095238,7.14285714285714,2.38095238095238,3,42,31,0.333333333333333,1,2,113.343613612089,62.6506024096386,96
"97","washington",47,2011,55.1876379690949,3.75275938189845,0.435102537031705,17,453,250,0.115942028985507,1.97101449275362,2,198.382642452161,60.2409638554217,97
"98","wisconsin",48,2011,53.2075471698113,1.50943396226415,0.0718778077268643,4,265,141,0.0476190476190476,0.19047619047619,2,294.796283814988,33.7349397590361,98
"99","west virginia",49,2011,71.875,1.04166666666667,0,1,96,69,0,0,2,268.666488180373,12.0481927710843,99
"100","wyoming",50,2011,85,1.66666666666667,0.0980392156862745,1,60,51,0.0588235294117647,0.0588235294117647,2,140.227185155114,12.0481927710843,100
"101","alaska",1,2012,76.8421052631579,3.15789473684211,0,3,95,73,0,0,3,233.986030915543,6.89655172413793,101
"102","alabama",2,2012,61.4864864864865,3.37837837837838,0.12993762993763,5,148,91,0.0384615384615385,0.192307692307692,3,242.076388771602,4.59770114942529,102
"103","arkansas",3,2012,71.5789473684211,8.42105263157895,0.247678018575851,8,95,68,0.0294117647058824,0.235294117647059,3,156.311044200899,20.6896551724138,103
"104","arizona",4,2012,48.0243161094225,8.51063829787234,1.27324509968169,28,329,158,0.149606299212598,4.18897637795276,3,236.311359113781,22.9885057471264,104
"105","california",5,2012,59.7765363128492,8.81440099317194,1.33276166219782,142,1611,963,0.151202749140893,21.4707903780069,3,834.150454377711,80.4597701149425,105
"106","colorado",6,2012,49.6613995485327,8.12641083521445,1.28735221151912,36,443,220,0.158415841584158,5.7029702970297,3,269.858070022821,62.0689655172414,106
"107","connecticut",7,2012,70.4035874439462,7.62331838565022,0.516835144789846,17,223,157,0.0677966101694915,1.15254237288136,3,279.139340398311,80.4597701149425,107
"108","delaware",8,2012,67.5,12.5,1.04166666666667,5,40,27,0.0833333333333333,0.416666666666667,3,163.735953343673,62.0689655172414,108
"109","florida",9,2012,49.0740740740741,7.87037037037037,0.960702486524083,51,648,318,0.122065727699531,6.22535211267606,3,385.596673975948,13.7931034482759,109
"110","georgia",10,2012,41.726618705036,4.67625899280576,0.472880122867998,13,278,116,0.101123595505618,1.31460674157303,3,278.063920665578,13.7931034482759,110
"111","hawaii",11,2012,86.8852459016393,7.37704918032787,0,9,122,106,0,0,3,280.284470956318,68.9655172413793,111
"112","iowa",12,2012,64.1379310344827,8.96551724137931,1.12068965517241,13,145,93,0.125,1.625,3,211.531611848514,71.264367816092,112
"113","idaho",13,2012,62.6168224299065,3.73831775700935,0.299065420560748,4,107,67,0.08,0.32,3,238.902168281478,6.89655172413793,113
"114","illinois",14,2012,50.9554140127389,4.77707006369427,0.542078872475945,30,628,320,0.113475177304965,3.40425531914894,3,363.342451951921,68.9655172413793,114
"115","indiana",15,2012,61.3718411552347,1.80505415162455,0.0887731549979286,5,277,170,0.0491803278688525,0.245901639344262,3,224.230364755526,27.5862068965517,115
"116","kansas",16,2012,55.9471365638767,1.76211453744493,0.251730648206419,4,227,127,0.142857142857143,0.571428571428571,3,211.229535431433,11.4942528735632,116
"117","kentucky",17,2012,48.4567901234568,4.32098765432099,0.332383665716999,14,324,157,0.0769230769230769,1.07692307692308,3,251.518959922587,22.9885057471264,117
"118","louisiana",18,2012,60,5.33333333333333,0,8,150,90,0,0,3,229.367136827128,16.0919540229885,118
"119","massachusetts",19,2012,68.5975609756098,7.01219512195122,0.934959349593496,23,328,225,0.133333333333333,3.06666666666667,3,265.13319034558,73.5632183908046,119
"120","maryland",20,2012,49.4475138121547,5.80110497237569,0.634495856353591,21,362,179,0.109375,2.296875,3,307.654444416662,48.2758620689655,120
"121","maine",21,2012,33.6322869955157,5.82959641255605,1.54312846214719,13,223,75,0.264705882352941,3.44117647058824,3,179.778093317962,62.0689655172414,121
"122","michigan",22,2012,57.0552147239264,7.15746421267894,1.20405940026375,35,489,279,0.168224299065421,5.88785046728972,3,294.080816366506,11.4942528735632,122
"123","minnesota",23,2012,53.314121037464,4.61095100864553,0.626178532038282,16,347,185,0.135802469135802,2.17283950617284,3,209.27832590693,39.0804597701149,123
"124","missouri",24,2012,77.7385159010601,2.82685512367491,0.161534578495709,8,283,220,0.0571428571428571,0.457142857142857,3,315.319081793184,13.7931034482759,124
"125","mississippi",25,2012,68.141592920354,2.65486725663717,0.362027353177796,3,113,77,0.136363636363636,0.409090909090909,3,175.186864595722,4.59770114942529,125
"126","montana",26,2012,78.2608695652174,4.34782608695652,0.197628458498024,3,69,54,0.0454545454545455,0.136363636363636,3,166.669377066956,11.4942528735632,126
"127","north carolina",27,2012,41.8103448275862,4.74137931034483,0.307548928238583,22,464,194,0.0648648648648649,1.42702702702703,3,312.131615976762,16.0919540229885,127
"128","north dakota",28,2012,37.5,3.125,0.78125,2,64,24,0.25,0.5,3,160.329692677163,9.19540229885057,128
"129","nebraska",29,2012,78.0487804878049,4.0650406504065,1.49764655541292,5,123,96,0.368421052631579,1.84210526315789,3,47.2824758698171,13.7931034482759,129
"130","new hampshire",30,2012,59.3220338983051,14.0815316481269,0.10949712626487,0.334686789985369,59,35,0,-3.22929361274095,3,128.671897150954,71.264367816092,130
"131","new jersey",31,2012,56.5333333333333,5.06666666666667,0.502798982188295,19,375,212,0.099236641221374,1.88549618320611,3,259.741022105788,82.7586206896552,131
"132","new mexico",32,2012,78.0645161290323,6.45161290322581,0.889877641824249,10,155,121,0.137931034482759,1.37931034482759,3,209.854962327885,52.8735632183908,132
"133","nevada",33,2012,58.6206896551724,6.89655172413793,1.09717868338558,6,87,51,0.159090909090909,0.954545454545455,3,132.558364774719,66.6666666666667,133
"134","new york",34,2012,57.8778135048232,7.18113612004287,0.99911459061466,67,933,540,0.139130434782609,9.32173913043478,3,488.083113629144,71.264367816092,134
"135","ohio",35,2012,71.875,3.38541666666667,0.415752923976608,13,384,276,0.12280701754386,1.59649122807018,3,213.349253095298,2.29885057471264,135
"136","oklahoma",36,2012,56.8807339449541,7.79816513761468,0.992493744787323,17,218,124,0.127272727272727,2.16363636363636,3,241.558773722609,4.59770114942529,136
"137","oregon",37,2012,63.5593220338983,7.20338983050847,0.564971751412429,17,236,150,0.0784313725490196,1.33333333333333,3,203.199967836214,78.1609195402299,137
"138","pennsylvania",38,2012,56.1938958707361,7.00179533213645,1.57935233055709,39,557,313,0.225563909774436,8.79699248120301,3,268.394827747445,20.6896551724138,138
"139","rhode island",39,2012,65.0793650793651,4.76190476190476,0.680272108843537,3,63,41,0.142857142857143,0.428571428571429,3,208.951919565546,66.6666666666667,139
"140","south carolina",40,2012,53.921568627451,2.94117647058824,0.210084033613445,3,102,55,0.0714285714285714,0.214285714285714,3,183.020656956855,9.19540229885057,140
"141","south dakota",41,2012,76.1194029850746,2.98507462686567,0.33167495854063,2,67,51,0.111111111111111,0.222222222222222,3,144.789210868105,9.19540229885057,141
"142","tennessee",42,2012,65.6903765690377,3.34728033472803,0.167364016736402,8,239,157,0.05,0.4,3,271.365650539329,11.4942528735632,142
"143","texas",43,2012,53.9748953974895,3.97489539748954,0.381589958158996,19,478,258,0.096,1.824,3,278.071806640775,20.6896551724138,143
"144","utah",44,2012,50.5952380952381,5.95238095238095,0.763125763125763,10,168,85,0.128205128205128,1.28205128205128,3,213.191222654785,0,144
"145","virginia",45,2012,61.6379310344828,1.29310344827586,0.105559465165376,3,232,143,0.0816326530612245,0.244897959183673,3,254.105175853724,13.7931034482759,145
"146","vermont",46,2012,76.7441860465116,6.97674418604651,2.32558139534884,3,43,33,0.333333333333333,1,3,108.650032485993,71.264367816092,146
"147","washington",47,2012,54.7974413646055,2.98507462686567,0.346095608911962,14,469,257,0.115942028985507,1.6231884057971,3,208.52608262762,80.4597701149425,147
"148","wisconsin",48,2012,52.5222551928783,3.85756676557863,0.183693655503745,13,337,177,0.0476190476190476,0.619047619047619,3,292.149130165516,45.9770114942529,148
"149","west virginia",49,2012,73.1182795698925,3.2258064516129,0,3,93,68,0,0,3,257.032766396162,9.19540229885057,149
"150","wyoming",50,2012,87.037037037037,5.55555555555556,0.326797385620915,3,54,47,0.0588235294117647,0.176470588235294,3,162.933105149335,9.19540229885057,150
"151","alaska",1,2013,70.9677419354839,8.60215053763441,0,8,93,66,0,0,4,129.408432600918,8.60215053763441,151
"152","alabama",2,2013,56.4935064935065,9.09090909090909,0.34965034965035,14,154,87,0.0384615384615385,0.538461538461539,4,198.69706924265,6.45161290322581,152
"153","arkansas",3,2013,70.7865168539326,10.1123595505618,0.297422339722406,9,89,63,0.0294117647058824,0.264705882352941,4,168.715806209909,25.8064516129032,153
"154","arizona",4,2013,48.2428115015974,13.7380191693291,2.05529420643506,43,313,151,0.149606299212598,6.43307086614173,4,268.179490480661,25.8064516129032,154
"155","california",5,2013,57.9626047711154,21.4700193423598,3.24632594867295,333,1551,899,0.151202749140893,50.3505154639175,4,1486.77508687855,98.9247311827957,155
"156","colorado",6,2013,46.9262295081967,17.0081967213115,2.69436779743548,83,488,229,0.158415841584158,13.1485148514851,4,423.245475394531,88.1720430107527,156
"157","connecticut",7,2013,72.6415094339623,16.0377358490566,1.08730412535977,34,212,154,0.0677966101694915,2.30508474576271,4,235.240990075879,90.3225806451613,157
"158","delaware",8,2013,64.2857142857143,16.6666666666667,1.38888888888889,7,42,27,0.0833333333333333,0.583333333333333,4,87.0630398156123,86.0215053763441,158
"159","florida",9,2013,48.0707395498392,13.5048231511254,1.64847606539559,84,622,299,0.122065727699531,10.2535211267606,4,471.521342964162,15.0537634408602,159
"160","georgia",10,2013,34.7222222222222,13.6111111111111,1.37640449438202,49,360,125,0.101123595505618,4.95505617977528,4,290.152649393604,15.0537634408602,160
"161","hawaii",11,2013,86.1788617886179,4.0650406504065,0,5,123,106,0,0,4,182.837516506033,75.2688172043011,161
"162","iowa",12,2013,63.1944444444444,6.25,0.78125,9,144,91,0.125,1.125,4,242.370760787628,75.2688172043011,162
"163","idaho",13,2013,59.8290598290598,8.54700854700855,0.683760683760684,10,117,70,0.08,0.8,4,222.700456681061,17.2043010752688,163
"164","illinois",14,2013,51.0769230769231,9.07692307692308,1.03000545553737,59,650,332,0.113475177304965,6.69503546099291,4,367.455680456151,79.5698924731183,164
"165","indiana",15,2013,61.0909090909091,7.27272727272727,0.357675111773472,20,275,168,0.0491803278688525,0.983606557377049,4,232.463518750647,27.9569892473118,165
"166","kansas",16,2013,57.1428571428571,7.61904761904762,1.08843537414966,16,210,120,0.142857142857143,2.28571428571429,4,197.900571128524,15.0537634408602,166
"167","kentucky",17,2013,47.8658536585366,7.92682926829268,0.609756097560976,26,328,157,0.0769230769230769,2,4,270.471091688804,23.6559139784946,167
"168","louisiana",18,2013,62.0481927710843,11.4457831325301,0,19,166,103,0,0,4,197.134984934745,15.0537634408602,168
"169","massachusetts",19,2013,68.9873417721519,19.620253164557,2.61603375527426,62,316,218,0.133333333333333,8.26666666666667,4,280.108851220587,83.8709677419355,169
"170","maryland",20,2013,46.3888888888889,12.7777777777778,1.39756944444444,46,360,167,0.109375,5.03125,4,336.530342175286,68.8172043010753,170
"171","maine",21,2013,32.4324324324324,9.00900900900901,2.38473767885533,20,222,72,0.264705882352941,5.29411764705882,4,192.217979046992,88.1720430107527,171
"172","michigan",22,2013,56.6462167689162,9.61145194274029,1.61687976606846,47,489,277,0.168224299065421,7.90654205607477,4,322.310255700374,10.752688172043,172
"173","minnesota",23,2013,50.2824858757062,9.88700564971751,1.34267977959127,35,354,178,0.135802469135802,4.75308641975309,4,318.526284355628,73.1182795698925,173
"174","missouri",24,2013,77.9069767441861,5.03875968992248,0.287929125138427,13,258,201,0.0571428571428571,0.742857142857143,4,265.562209137038,15.0537634408602,174
"175","mississippi",25,2013,70.2970297029703,14.8514851485149,2.02520252025203,15,101,71,0.136363636363636,2.04545454545455,4,162.913376469776,10.752688172043,175
"176","montana",26,2013,77.7777777777778,4.16666666666667,0.189393939393939,3,72,56,0.0454545454545455,0.136363636363636,4,220.273438299674,17.2043010752688,176
"177","north carolina",27,2013,41.3394919168591,11.0854503464203,0.719056238686724,48,433,179,0.0648648648648649,3.11351351351351,4,317.88299675808,21.505376344086,177
"178","north dakota",28,2013,33.8461538461538,10.7692307692308,2.69230769230769,7,65,22,0.25,1.75,4,98.4697614601168,10.752688172043,178
"179","nebraska",29,2013,78.9473684210526,5.26315789473684,1.93905817174515,6,114,90,0.368421052631579,2.21052631578947,4,85.1394738262765,19.3548387096774,179
"180","new hampshire",30,2013,65.4545454545455,3.63636363636364,0,2,55,36,0,0,4,283.444627040854,70.9677419354839,180
"181","new jersey",31,2013,57.5268817204301,15.0537634408602,1.49388492161208,56,372,214,0.099236641221374,5.55725190839695,4,336.196126230334,92.4731182795699,181
"182","new mexico",32,2013,78.4172661870504,17.2661870503597,2.38154304142893,24,139,109,0.137931034482759,3.31034482758621,4,170.171720772075,75.2688172043011,182
"183","nevada",33,2013,59.2592592592593,13.5802469135802,2.16049382716049,11,81,48,0.159090909090909,1.75,4,125.46314390794,70.9677419354839,183
"184","new york",34,2013,56.6850828729282,11.7127071823204,1.62959404275763,106,905,513,0.139130434782609,14.7478260869565,4,655.930965644754,68.8172043010753,184
"185","ohio",35,2013,72.4867724867725,6.34920634920635,0.779727095516569,24,378,274,0.12280701754386,2.94736842105263,4,236.834827160208,8.60215053763441,185
"186","oklahoma",36,2013,56.9506726457399,12.5560538116592,1.59804321239299,28,223,127,0.127272727272727,3.56363636363636,4,208.886940146168,6.45161290322581,186
